βρέχω	brechō	brecho	-, ἔβρεξα, -, -, -	1026	1101	7	v-1b(2)	to rain down (water or sulfur); to make wet	to wet, moisten, Lk. 7:38; to rain, cause or send rain, Mt. 5:45; Lk. 17:29
βροντή, -ῆς, ἡ	brontē	bronte		1027	1103	12	n-1b	thunder	thunder, Mk. 3:17; Jn. 12:29
βροχή, ῆς, ἡ	brochē	broche		1028	1104	2	n-1b	rain	rain, Mt. 7:25, 27*
βρόχος, ου, ὁ	brochos	brochos		1029	1105	1	n-2a	restriction, restraint (from the base meaning of a snare or noose, not found in the NT)	a cord, noose, 1 Cor. 7:35*
βρυγμός, οῦ, ὁ	brygmos	brygmos		1030	1106	7	n-2a	gnashing, grinding	gnashing, of teeth together, Mt. 8:12, 13, 42, 50; 22:13; 24:51; 25:30; Lk. 13:28*
βρύχω	brychō	brycho	(ἔβρυχον), -, -, -, -, -	1031	1107	1	v-1b(2)	to gnash, grind	to grate, or gnash the teeth, Acts 7:54*
βρύω	bryō	bryo	-, -, -, -, -	1032	1108	1	v-1a(4)	to flow, pour forth	pr. to be full, to swell with anything; to emit, send forth, Jas. 3:11*
βρῶμα, -ατος, τό	brōma	broma		1033	1109	17	n-3c(4)	food, what is eaten	food, Mt. 14:15; Mk. 7:19; solid food, 1 Cor. 3:2
βρώσιμος, ον	brōsimos	brosimos		1034	1110	1	a-3a	eatable	eatable, that may be eaten, Lk. 24:41*
βρῶσις, -εως, ἡ	brōsis	brosis		1035	1111	11	n-3e(5b)	consumable, food, rust, corrosion	eating, the act of eating, Rom. 14:17; 1 Cor. 8:4; meat, food, Jn. 6:27; Heb. 12:16; a canker or rust, Mt. 6:19, 20
βυθίζω	bythizō	bythizo	-, -, -, -, ἐβυθίσθην	1036	1112	2	v-2a(1)	(act.) to plunge; (pass.) to sink	to immerse, submerge, cause to sink, Lk. 5:7; to plunge deep, drown, 1 Tim. 6:9*
βυθός, οῦ, ὁ	bythos	bythos		1037	1113	1	n-2a	open sea, the deep	the bottom, lowest part; the deep, sea, 2 Cor. 11:25*
βυρσεύς, έως, ὁ	byrseus	byrseus		1038	1114	3	n-3e(3)	tanner	a tanner, leather-dresser, Acts 9:43; 10:6, 32*
βύσσινος, η, ον	byssinos	byssinos		1039	1115	5	a-1a(2a)	made of fine linen, a product of the flax plant	made of fine linen, or fine cotton, Rev. 18:16; 18:8 (2x), 14*
βύσσος, ου, ἡ	byssos	byssos		1040	1116	1	n-2b	fine linen	byssus, a species of fine cotton highly prized by the ancients, Lk. 16:19*
βωμός, οῦ, ὁ	bōmos	bomos		1041	1117	1	n-2a	altar	pr. a slightly-elevated spot, base, pedestal; hence, an altar, Acts 17:23*
γ	g	g		0	1118	0	a-5b	letter of the Greek alphabet; also used as the numeral 3 in the superscriptions of some Greek manuscripts	
Γαββαθᾶ	Gabbatha	Gabbatha		1042	1119	1	n-3g(2)	Gabbatha, [poss.] height, ridge	Gabbatha, pr. name, indecl., Jn. 19:13*
Γαβριήλ, ὁ	Gabriēl	Gabriel		1043	1120	2	n-3g(2)	Gabriel, [strong] man of God [El]	Gabriel, pr. name, indecl., Lk. 1:19, 26*
γάγγραινα, ης, ἡ	gangraina	gangraina		1044	1121	1	n-1c	gangrene	gangrene, mortification, 2 Tim. 2:17*
Γάδ, ὁ	Gad	Gad		1045	1122	1	n-3g(2)	Gad, fortune	Gad, pr. name, indecl., Rev. 7:5*
Γαδαρηνός, ή, όν	Gadarēnos	Gadarenos		1046	1123	1	a-1a(2a)	Gadarene, from Gadara	an inhabitant of Gadara, the chief city of Perea, Mt. 8:28*
Γάζα, ης, ἡ	Gaza	Gaza		1048	1124	1	n-1c	Gaza, strong	Gaza, a strong city of Palestine, Acts 8:26*
γαζοφυλάκιον, ου, τό	gazophylakion	gazophylakion		1049	1126	5	n-2c	treasury, place where offerings are put	also spelled γαζοφυλακειον, a treasury; the sacred treasure, Mk. 12:41, 43; Lk. 21:1; Jn. 8:20*
Γάι&ος, ου, ὁ	Gaios	Gaios		1050	1127	5	n-2a	Gaius	Gaius, pr. name. (1) Of Macedonia, Acts 19:29. (2) Of Corinth, 1 Cor. 1:14. (3) Of Derbe, Acts 20:4. (4) A Christian to whom John addressed his third Epistle, 3 Jn. 1; Rom. 16:23*
γάλα, ακτος, τό	gala	gala		1051	1128	5	n-3c(6d)	milk	milk, 1 Cor. 9:7; met. spiritual milk, consisting in the elements of Christian instruction, 1 Cor. 3:2; Heb. 5:12, 13; spiritual nutriment, 1 Pet. 2:2*
Γαλάτης, ου, ὁ	Galatēs	Galates		1052	1129	1	n-1f	Galatian, from Galatia	a Galatian, inhabitant of Galatia, Gal. 3:1*
Γαλατία, ας, ἡ	Galatia	Galatia		1053	1130	4	n-1a	Galatia	Galatia, or Gallo-Graecia, a province of Asia Minor, 1 Cor. 6:1; Gal. 1:2; 2 Tim. 4:10; 1 Pet. 1:1*
Γαλατικός, ή, όν	Galatikos	Galatikos		1054	1131	2	a-1a(2a)	Galatian	Galatian, Acts 16:6; 18:23*
γαλήνη, ης, ἡ	galēnē	galene		1055	1132	3	n-1b	calm	tranquillity of the sea, a calm, Mt. 8:26; Mk. 4:39; Lk. 8:24*
Γαλιλαία, -ας, ἡ	Galilaia	Galilaia		1056	1133	61	n-1a	Galilee, ring, circle,} hence {region	Galilee, a district of Palestine north of Samaria, Mt. 4:15
Γαλιλαῖος, -α, -ον	Galilaios	Galilaios		1057	1134	11	a-1a(1)	Galilean, from Galilee	a native of Galilee, Mt. 26:69; Mk. 14:70; Lk. 13:1; Jn. 4:45; Acts 1:11
Γαλλία, ας, ἡ	Gallia	Gallia		1053	1135	0	n-1a	Gaul	
Γαλλίων, ῶνος, ὁ	Galliōn	Gallion		1058	1136	3	n-3f(1a)	Gallio	Gallio, pr. name, Acts 18:12, 14, 17*
Γαμαλιήλ, ὁ	Gamaliēl	Gamaliel		1059	1137	2	n-3g(2)	Gamaliel, recompense of God [El]	Gamaliel, pr. name, indecl.
γαμέω	gameō	gameo	(ἐγάμουν), -, ἔγημα ορ ἐγάμησα, γεγάμηκα, -, ἐγαμήθην	1060	1138	28	v-1d(2a)	to marry	to marry, Mt. 5:32, et al.; absol. to marry, enter the marriage state, Mt. 19:10, et al.; mid. to marry, be married, Mk. 10:12; 1 Cor. 7:39
γαμίζω	gamizō	gamizo	(ἐγάμιζον), -, -, -, -, -	1061	1139	7	v-2a(1)	to give in marriage, marry	also spelled γαμισκω, to give in marriage, permit to marry, 1 Cor. 7:38
γάμος, -ου, ὁ	gamos	gamos		1062	1141	16	n-2a	wedding banquet (a festive time in the community)	a wedding; nuptial festivities, a marriage festival, Mt. 22:2; 25:10; Jn. 2:1, 2; Rev. 19:7, 9; any feast or banquet, Lk. 12:36; 14:8; the marriage state, Heb. 13:4
γάρ	gar	gar		1063	1142	1041	conj	shows inference or continuation: for, because, indeed, but	for; it is, however, frequently used with an ellipsis of the clause to which it has reference, and its force must then be variously expressed: Mt. 15:27; 27:23, et al.; it is also sometimes epexegetic, or introductory of an intimated detail of circumstances, now, then, Mt. 1:18
γαστήρ, γαστρός, ἡ	gastēr	gaster		1064	1143	9	n-3f(2c)	belly, womb, gluttony	the belly, stomach; the womb, Lk. 1:31; ἐν γαστρὶ ἔχειν, to be with child, Mt. 1:18, 23; 24:19, et al.; γαστέρες, gluttons, Tit. 1:12
γε	ge	ge		1065	1145	24	particle	emphatic particle: indeed, surely	an enclitic particle imparting emphasis; indicating that a particular regard is to be had to the term to which it is attached. Its force is to be conveyed, when this is possible, by various expression; at least, indeed, even
Γεδεών, ὁ	Gedeōn	Gedeon		1066	1146	1	n-3g(2)	Gideon, one who cuts, hacks	Gideon, (Judges 6-8), pr. name, indecl., Heb. 11:32*
γέεννα, -ης, ἡ	geenna	geenna		1067	1147	12	n-1c	Gehenna, hell, Valley of Hinnom	Gehenna, pr. the valley of Hinnom, south of Jerusalem, once celebrated for the horrid worship of Moloch, and afterwards polluted with every species of filth, as well as the carcasses of animals, and dead bodies of malefactors; to consume which, in order to avert the pestilence which such a mass of corruption would occasion, constant fires were kept burning; hence, hell, the fires of Tartarus, the place of punishment in Hades, Mt. 5:22, 29, 30; 10:28; 18:9, et al.
Γεθσημανί	Gethsēmani	Gethsemani		1068	1149	2	n-3g(2)	Gethsemane, olive oil press	Gethsemane, pr. name, indecl., Mt. 26:36; Mk. 14:32*
γείτων, ονος, ὁ ανδ ἡ	geitōn	geiton		1069	1150	4	n-3f(1b)	neighbor	a neighbor, Lk. 14:12; 15:6, 9; Jn. 9:8*
γελάω	gelaō	gelao	γελάσω, ἐγέλασα, -, -, -	1070	1151	2	v-1d(1b)	to laugh	to laugh, smile;, by impl. to be merry, happy, to rejoice, Lk. 6:21, 25*
γέλως, ωτος, ὁ	gelōs	gelos		1071	1152	1	n-3c(1)	laughter	laughter;, by impl. mirth, joy, rejoicing, Jas. 4:9*
γεμίζω	gemizō	gemizo	-, ἐγέμισα, -, -, ἐγεμίσθην	1072	1153	8	v-2a(1)	to fill	to fill, Mt. 4:37; 15:36, et al.
γέμω	gemō	gemo	(ἔγεμον), -, -, -, -, -	1073	1154	11	v-1c(2)	to be full	to be full, Mt. 23:27; Lk. 11:39, et al.
γενεά, -ᾶς, ἡ	genea	genea		1074	1155	43	n-1a	generation, one's own kind or race, descendant; fig., age, period of time (as in to all generations)	pr. birth; hence, progeny; a generation of mankind, Mt. 11:16; 23:36, et al.; a generation, a step in a genealogy, Mt. 1:17; a generation, an interval of time, an age; in NT course of life, in respect of its events, interests, or character, Lk. 16:8; Acts 13:36
γενεαλογέω	genealogeō	genealogeo	-, -, -, -, -	1075	1156	1	cv-2a(1)	to trace genealogical descent	to reckon one's descent, derive one's origin, Heb. 7:6*
γενεαλογία, ας, ἡ	genealogia	genealogia		1076	1157	2	n-1a	genealogy, lineage	genealogy, catalogue of ancestors, history of descent, 1 Tim. 1:4; Tit. 3:9*
γενέθλιος, ον	genethlios	genethlios		1077	1159	0	a-3a	pertaining to birth, birthday	
γενέσια, ίων, τά	genesia	genesia		1077	1160	2	n-2c	birthday (a day that was celebrated)	pr. a day observed in memory of the dead; in NT equivalent to γενέθλια, celebration of one's birthday, birthday-festival, Mt. 14:6; Mk. 6:21*
γένεσις, εως, ἡ	genesis	genesis		1078	1161	5	n-3e(5b)	birth; genealogy, descent; (course of one's) life	birth, nativity, Mt. 1:18; Lk. 1:14; Jas. 1:23; successive generation, descent, lineage, Mt. 1:1; meton. life, Mt. 1:18; Jas. 3:6*
γενετή, ῆς, ἡ	genetē	genete		1079	1162	1	n-1b	birth	birth, Jn. 9:1*
γένημα, ατος, τό	genēma	genema		1081	1163	4	n-3c(4)	fruit, product, yield, harvest	natural produce, fruit, increase, Mt. 26:29; Mk. 14:25; Lk. 12:18; 22:18; 2 Cor. 9:10*
γεννάω	gennaō	gennao	γεννήσω, ἐγέννησα, γεγέννηκα, γεγέννημαι, ἐγεννήθην	1080	1164	97	v-1d(1a)	to become the father of; to bear, give birth to; (pass.) to be conceived, born	to beget, generate, Mt. 1:2-16, et al.; of women, to bring forth, bear, give birth to, Lk. 1:13, 57, et al.; pass. to be born, produced, Mt. 2:1, 4, et al.; met. to produce, excite, give occasion to, effect, 2 Tim. 2:23; from the Hebrew, to constitute as son, to constitute as king, or as the representative or viceregent of God, Acts 13:33; Heb. 1:5; 5:5; by impl. to be a parent to any one; pass. to be a son or child to any one, Jn. 1:13; 1 Cor. 4:15, et al.
γέννημα, ατος, τό	gennēma	gennema		1081	1165	4	n-3c(4)	offspring, brood	what is born, or produced, offspring, progeny, brood, Mt. 3:7; 12:34, et al.; fruit, produce, Mt. 26:29; Mk. 14:25, et al.; fruit, increase, Lk. 12:18; 2 Cor. 9:10
Γεννησαρέτ, ἡ	Gennēsaret	Gennesaret		1082	1166	3	n-3g(2)	Gennesaret	Gennesaret, a lake of Palestine, called also the Sea of Tiberias, Mt. 14:34; Mk. 6:53; Lk. 5:1*
γέννησις, εως, ἡ	gennēsis	gennesis		1083	1167	0	n-3e(5b)	birth	
γεννητός, ή, όν	gennētos	gennetos		1084	1168	2	a-1a(2a)	pertaining to birth; those born among women means all humankind	born, or produced of, Mt. 11:11; Lk. 7:28*
γένος, -ους, τό	genos	genos		1085	1169	20	n-3d(2b)	family, offspring; nation, people, native (of a region); classification or kind	offspring, progeny, Acts 17:28, 29; family, kindred, lineage, Acts 7:13, et al.; race, nation, people, Mk. 7:26; Acts 4:36, et al.; kind, sort, species, Mt. 13:47, et al.
Γερασηνός, ή, όν	Gerasēnos	Gerasenos		1086	1170	3	a-1a(2a)	Gerasene, from Gerasa	also spelled Γεργεσηνός, from Gerasene, belonging to the city of Gerasa, Mk. 5:1; Lk. 8:26, 37*
Γεργεσηνός, η, ον	Gergesēnos	Gergesenos		1086	1171	0	a-1a(2a)	Gergesene, from Gergesa	
γερουσία, ας, ἡ	gerousia	gerousia		1087	1172	1	n-1a	assembly of the elders	a senate, assembly of elders; the elders, of Israel collectively, Acts 5:21*
γέρων, οντος, ὁ	gerōn	geron		1088	1173	1	n-3c(5b)	old person	an old man, Jn. 3:4*
γεύομαι	geuomai	geuomai	γεύσομαι, ἐγευσάμην, -, -, -	1089	1174	15	v-1a(6)	to taste, eat, partake of (implying enjoyment of the experience)	to taste, Mt. 27:34; Jn. 2:9; absol. to take food, Acts 10:10, et al.; met. to have perception of, experience, Heb. 6:4, 5; 1 Pet. 2:3; θανάτου γεύεσθαι, to experience death, to die, Mt. 16:28, et al.
γεωργέω	geōrgeō	georgeo	-, -, -, -, -	1090	1175	1	v-1d(2a)	to farm, cultivate	to cultivate, till the earth, Heb. 6:7*
γεώργιον, ου, τνv	geōrgion	georgion		1091	1176	1	n-2c	(farmer's) field	cultivated field, or ground, a farm, 1 Cor. 3:9*
γεωργός, -οῦ, ὁ	geōrgos	georgos		1092	1177	19	n-2a	farmer, tenant farmer, share-cropper	a farmer, one who tills the earth, 2 Tim. 2:6; Jas. 5:7; in NT spc. a vine-dresser, keeper of a vineyard, i.q. ἀμπελουργός, Mt. 21:33, 34, et al.
γῆρας, ρως, τό	gēras	geras		1094	1179	1	n-3d(1)	old age	gen. old age, Lk. 1:36*
γηράσκω	gēraskō	gerasko	-, ἐγήρασα, γεγήρακα, -, -	1095	1180	2	v-5a	to grow old, age	to be, or become old, Jn. 21:18; Heb. 8:13*
γίνομαι	ginomai	ginomai	(ἐγινόμην), γενήσομαι, ἐγενόμην, γέγονα, γεγένημαι, ἐγενήθην	1096	1181	669	v-1c(2)	to be, become, happen; to come into existence, be born. It is used in certain contexts to introduce a new section or paragraph in a narrative in Hebrew narrative style: and then, and it came to pass	pluperfect, ἐγενόει (3rd sg), to come into existence; to be created, exist by creation, Jn. 1:3, 10; Heb. 11:3; Jas. 3:9; to be born, produced, grow, Mt. 21:19; Jn. 8:58, et al.; to arise, come on, occur, as the phenomena of nature, etc.; Mt. 8:24, 26; 9:16, et al.; to come, approach, as morning or evening, Mt. 8:16; 14:15, 23; to be appointed, constituted, established, Mk. 2:27; Gal. 3:17, et al.; to take place, come to pass, happen, occur, Mt. 1:22; 24:6, 20, 21, 34, et al. freq.; to be done, performed, effected, Mt. 21:42, et al.; to be fulfilled, satisfied, Mt. 6:10; 26:42, et al.; to come into a particular state or condition; to become, assume the character and appearance of anything, Mt. 5:45, et al.; to become or be made anything, be changed or converted, Mt. 4:3; 21:42; Mk. 1:17, et al.; to be, Mt. 11:26; 19:8; γινεσθαι ὑπό τινα, to be subject to, Gal. 4:4; γινεσθαι ἐν ἑαυτῶ, to come to one's self, to recover from a trance or surprise, Acts 12:11; μὴ γένοιτο, let it not be, far be it from, God forbid, Lk. 20:16; Rom. 3:4, 31, et al.; to be kept, celebrated, solemnized, as festivals, Mt. 26:2, et al.; to be finished, completed, Heb. 4:3
γινώσκω	ginōskō	ginosko	γνώσομαι, ἔγνων, ἔγνωκα, ἔγνωσμαι, ἐγνώσθην	1097	1182	222	v-5a	to know, come to know, recognize, understand; to have sexual relations	to know, whether the action be inceptive or complete and settled; to perceive, Mt. 22:18; Mk. 5:29; 8:17; 12:12; Lk. 8:46; to mark, discern, Mt. 25:24; Lk. 19:44; to ascertain by examination, Mk. 6:38; Jn. 7:51; Acts 23:28; to understand, Mk. 4:13; Lk. 18:34; Jn. 12:16; 13:7; Acts 8:30; 1 Cor. 14:7, 9; to acknowledge, Mt. 7:23; 2 Cor. 3:2; to resolve, conclude, Lk. 16:4; Jn. 7:26; 17:8; to be assured, Lk. 21:20; Jn. 6:69; 8:52; 2 Pet. 1:20; to be skilled, to be master of a thing, Mt. 16:3; Acts 21:37; to know carnally, Mt. 1:25; Lk. 1:34; from the Hebrew, to view with favor, 1 Cor. 8:3; Gal. 4:9
γλεῦκος, ους, τό	gleukos	gleukos		1098	1183	1	n-3d(2b)	(sweet) wine	pr. the unfermented juice of grapes; hence, sweet new wine, Acts 2:13*
γλυκύς, εῖα, ύ	glykys	glykys		1099	1184	4	a-2b	sweet, fresh (water)	sweet, Jas. 3:11-12; Rev. 10:9, 10*
γλῶσσα, -ης, ἡ	glōssa	glossa		1100	1185	50	n-1c	tongue; language; sometimes refers to the supernatural gift of tongues (see {2255})	the tongue, Mk. 7:33, 35, et al.; meton. speech, talk, 1 Jn. 3:18; a tongue, language, Acts 2:11; 1 Cor. 13:1, et al.; meton. a language not proper to a speaker, a gift or faculty of such language, Mk. 16:17; 1 Cor. 14:13, 14, 26, et al.; from Hebrew, a nation, as defined by its language, Rev. 5:9, et al.; let. a tongue-shaped flale, Acts 2:3
γλωσσόκομον, ου, τό	glōssokomon	glossokomon		1101	1186	2	n-2c	container for money	pr. a box for keeping the tongues, mouth-pieces, or reeds of musical instruments; hence, genr. any box or receptacle; in NT a purse, money-bag, Jn. 12:6; 13:29*
γναφεύς, έως, ὁ	gnapheus	gnapheus		1102	1187	1	n-3e(3)	bleacher, fuller, one who cleans and sizes woolen cloth	a fuller, a bleacher, Mk. 9:3*
γνήσιος, α, ον	gnēsios	gnesios		1103	1188	4	a-1a(1)	true, loyal, sincere, genuine	lawful, legitimate, as children; genuine, in faith, etc.; 1 Tim. 1:2; Tit. 1:4; true, sincere, 2 Cor. 8:8; Phil. 4:3*
γνόφος, ου, ὁ	gnophos	gnophos		1105	1190	1	n-2a	darkness	a thick cloud, darkness, Heb. 12:18*
γνώμη, ης, ῆ	gnōmē	gnome		1106	1191	9	n-1b	purpose, resolve; judgment; consent	the mind, as the means of knowing and judging; assent, Phlm. 14; purpose, resolution, Acts 20:3; opinion, judgment, 1 Cor. 1:10; 7:40; suggestion, suggested advice, as distinguished from positive injunction, Acts 20:3; 1 Cor. 7:25; 2 Cor. 8:10
γνωρίζω	gnōrizō	gnorizo	γνωρίσω, ἐγνώρισα, -, -, ἐγνωρίσθην	1107	1192	25	v-2a(1)	to make known, tell, reveal	to make known, reveal, declare, Jn. 15:15; 17:26, et al.; to know, Phil. 1:22
γνώριμος, ον	gnōrimos	gnorimos		1110	1193	0	a-3a	acquainted with, known to	
γνῶσις, -εως, ἡ	gnōsis	gnosis		1108	1194	29	n-3e(5b)	knowledge, understanding	knowledge, Lk. 1:77; knowledge of an especial kind and relatively high character, Lk. 11:52; Rom. 2:20; 1 Tim. 6:20; more particularly in respect of Christian enlightenment, Rom. 15:14; 1 Cor. 8:10; 12:8; 2 Cor. 11:6, et al.
γνώστης, ου, ὁ	gnōstēs	gnostes		1109	1195	1	n-1f	one well acquainted with, expert in	one acquainted with, a thing, knowing, skilful, Acts 26:3*
γνωστός, -ή, -όν	gnōstos	gnostos		1110	1196	15	a-1a(2a)	known	known, Jn. 18:15, 16, et al.; certain, incontrovertible, Acts 4:16; τὸ γνωστόν, that which is known or is cognizable, the unquestionable attributes, Rom. 1:19; subst. an acquaintance, Lk. 2:44; 23:49
γογγύζω	gongyzō	gongyzo	(ἐγόγγυζον), γογγύσω, ἐγόγγυσα, -, -, -	1111	1197	8	v-2a(1)	to grumble, complain, mutter	to speak privately and in a low voice, mutter, Jn. 7:32; to utter secret and sullen discontent, express indignant complaint, murmur, grumble, Mt. 20:11; Lk. 5:30; Jn. 6:41, 43, 61; 1 Cor. 10:10*
γογγυσμός, οῦ, ὁ	gongysmos	gongysmos		1112	1198	4	n-2a	complaint, grumbling; whispering, private talk	a muttering, murmuring, low and suppressed discourse, Jn. 7:12; the expression of secret and sullen discontent, murmuring, complaint, Acts 6:1; Phil. 2:14; 1 Pet. 4:9*
γογγυστής, οῦ, ὁ	gongystēs	gongystes		1113	1199	1	n-1f	grumbler, complainer	a murmurer, grumbler, Jude 16*
γόης, ητος, ὁ	goēs	goes		1114	1200	1	n-3c(1)	imposter	a juggler, diviner;, hence, by impl. an impostor, cheat, 2 Tim. 3:13*
Γολγοθᾶ, ἡ	Golgotha	Golgotha		1115	1201	3	n-3g(1)	Golgotha, skull	Golgotha, pr. name, Mt. 27:33; Mk. 15:22; Jn. 19:17*
Γόμορρα, ων, τα <Ε&ορ</Ε& ας, ἡ	Gomorra	Gomorra		1116	1202	4	n-2c	Gomorrah, to overwhelm with water	Gomorrha, (Gen. 19), pr. name, Mt. 10:15; Rom. 9:29; 2 Pet. 2:6; Jude 7*
γόμος, ου, ὁ	gomos	gomos		1117	1203	3	n-2a	cargo, freight	the cargo, of a ship, Acts 21:3; by impl. merchandise, Rev. 18:11, 12*
γονεύς, -έως, ὁ	goneus	goneus		1118	1204	20	n-3e(3)	(pl.) parents	a father;, pl. in NT parents, Mt. 10:21; Lk. 2:27, 41; 2 Cor. 12:14
γόνυ, -ατος, τό	gony	gony		1119	1205	12	n-3c(6d)	knee; to bend the knee means to kneel (in submission or worship)	the knee, Lk. 22:41; Heb. 12:12, et al.
γονυπετέω	gonypeteō	gonypeteo	-, ἐγονυπέτησα, -, -, -	1120	1206	4	v-1d(2a)	to kneel (before in submission or worship)	to fall upon one's knees, to kneel before, Mt. 17:14; 27:29; Mk. 1:40; 10:17*
γράμμα, -ατος, τό	gramma	gramma		1121	1207	14	n-3c(4)	letter (of the alphabet); document, Scriptures, written code; education	pr. that which is written or drawn; a letter, character of the alphabet, a writing, book, Jn. 5:47; an acknowledgment of debt, an account, a bill, note, Lk. 16:6, 7; an epistle, letter, Acts 28:21; Gal. 6:11; ἱερὰ γράμματα, the sacred books of the Old Testament, the Jewish Scriptures, 2 Tim. 3:15; spc. the letter of the law of Moses, the bare literal sense, Rom. 2:27, 29; 7:6; 2 Cor. 3:6, 7; pl. letters, learning, Jn. 7:15; Acts 26:24*
γραμματεύς, -έως, ὁ	grammateus	grammateus		1122	1208	63	n-3e(3)	teacher or expert in the law, scholar, scribe, city clerk	a scribe; a clerk, town-clerk, registrar, recorder, Acts 19:35; one skilled in the Jewish law, a teacher or interpreter of the law, Mt. 2:4; 5:20, et al. freq.; genr. a religious teacher, Mt. 13:52; by synec. any one distinguished for learning or wisdom, 1 Cor. 1:20
γραπτός, ή, όν	graptos	graptos		1123	1209	1	a-1a(2a)	written	written, Rom. 2:15*
γραφή, -ῆς, ἡ	graphē	graphe		1124	1210	50	n-1b	(s.) a passage of Scripture; (pl.) the collective whole of the Scriptures; holy, authoritative collection of writings	a writing;, in NT the Holy Scriptures, the Jewish Scriptures, or Books of the Old Testament, Mt. 21:42; Jn. 5:39, et al.; by synec. doctrines, declarations, oracles, or promises contained in the sacred books, Mt. 22:29; Mk. 12:24, et al.; spc. a prophecy, Mt. 26:54; Mk. 14:49; Lk. 4:21; 24:27, 32; with the addition of προφητική, Rom. 16:26; of τῶν προφητῶν, Mt. 26:56
γράφω	graphō	grapho	(ἔγραφον), γράψω, ἔγραψα, γέγραφα, γέγραμμαι, ἐγράφην	1125	1211	191	v-1b(1)	to write	to engrave, write, according to the ancient method of writing on plates of metal, waxes tables, etc., Jn. 8:6, 8; to write on parchment, paper, etc., generally, Mt. 27:37, et al.; to write letters to another, Acts 23:25; 2 Cor. 2:9; 13:10, et al.; to describe in writing, Jn. 1:46; Rom. 10:5; to inscribe in a catalogue, etc., Lk. 10:20; Rev. 13:8; 17:8, et al.; to write a law, command, or enact in writing, Mk. 10:5; 12:19; Lk. 2:23, et al.
γραώδης, ες	graōdēs	graodes		1126	1212	1	a-4a	old wives' tale	old-womanish;, by impl. silly, absurd, 1 Tim. 4:7*
γρηγορέω	grēgoreō	gregoreo	-, ἐγρηγόρησα, -, -, -	1127	1213	22	v-1d(2a)	to keep watch, be on guard	to be awake, to watch, Mt. 26:38, 40, 41; Mk. 14:34; 37, 38; to be alive, 1 Thess. 5:10; met. to be watchful, attentive, vigilant, circumspect, Mt. 25:13; Mk. 13:35, et al.
γυμνάζω	gymnazō	gymnazo	-, -, -, γεγνύμνασμαι, -	1128	1214	4	v-2a(1)	to train, exercise	pr. to train in gymnastic discipline; hence, to exercise in anything, train to use, discipline, 1 Tim. 4:7; Heb. 5:14; 12:11; 2 Pet. 2:14*
γυμνασία, ας, ἡ	gymnasia	gymnasia		1129	1215	1	n-1a	training, exercise	pr. gymnastic exercise; hence, bodily discipline of any kind, 1 Tim. 4:8*
γυμνητεύω	gymnēteuō	gymneteuo		1130	1216	0	v-1a(6)	to be poorly dressed	
γυμνιτεύω	gymniteuō	gymniteuo	-, -, -, -, -	1130	1217	1	v-1a(6)	to be in ragged clothing, poorly dressed	to be poorly clad, 1 Cor. 4:11*
γυμνός, -ή, -όν	gymnos	gymnos		1131	1218	15	a-1a(2a)	naked, without clothing; needing (more or better) clothing	naked, without clothing, Mk. 14:51, 52; without the upper garment, and clad only with an inner garment or tunic, Jn. 21:7; poorly or meanly clad, destitute of proper and sufficient clothing, Mt. 25:36, 38, 43, 44; Acts 19:16; Jas. 2:15; met. unclothed with a body, 2 Cor. 5:3; not covered, uncovered, open, manifest, Heb. 4:13; bare, mere, 1 Cor. 15:37; naked of spiritual clothing, Rev. 3:17; 16:15; 17:16
γυμνότης, ητος, ἡ	gymnotēs	gymnotes		1132	1219	3	n-3c(1)	nakedness, insufficiently clothed	nakedness; want of proper and sufficient clothing, Rom. 8:35; 2 Cor. 11:27; spiritual nakedness, being destitute of spiritual clothing, Rev. 3:18*
γυναικάριον, ου, τό	gynaikarion	gynaikarion		1133	1220	1	n-2c	weak-willed woman, little woman	a little woman; a trifling, weak, silly woman, 2 Tim. 3:6*
γυναικεῖος, α, ον	gynaikeios	gynaikeios		1134	1221	1	a-1a(1)	feminine, weaker	pertaining to women, female, 1 Pet. 3:7*
γυνή, γυναικός, ἡ	gynē	gyne		1135	1222	215	n-3b(1)	woman; wife	a woman, Mt. 5:28, et al.; a married woman, wife, Mt. 5:31, 32; 14:3, et al.; in the voc. ὦ\ γύναι, O woman! an ordinary mode of addressing females under every circumstance; met. used of the Church, as united to Christ, Rev. 19:7; 21:9
Γώγ, ὁ	Gōg	Gog		1136	1223	1	n-3g(2)	Gog	Gog, pr. name of a nation, indecl., Rev. 20:8*
γωνία, ας, ἡ	gōnia	gonia		1137	1224	9	n-1a	corner; cornerstone, capstone, keystone	an, exterior angle, projecting corner, Mt. 6:5; 21:42; an interior angle; by impl. a dark corner, obscure place, Acts 26:26; corner, extremity, or quarter of the earth, Rev. 7:1; 20:8
δαιμονίζομαι	daimonizomai	daimonizomai	-, -, -, -, ἐδαιμονίσθην	1139	1227	13	v-2a(1)	to be demon-possessed	in NT to be possessed, afflicted, vexed, by a demon or evil spirit, i.q. δαιμόνιον ἔχειν, Mt. 4:24; 8:16, 28, 33
δαιμόνιον, -ου, τό	daimonion	daimonion		1140	1228	63	n-2c	demon, (pagan) god	a, heathen god, deity, Acts 17:18; 1 Cor. 10:20, 21; Rev. 9:20; in NT, a demon, evil spirit, Mt. 7:22; 9:33, 34; 10:8; 12:24
